assignment_id
000200d377--628e3b418eab122ae3c9e3e4
000200d377--628e3b4ac5228a220152cd24
000200d377--628e3b4ace718907069b7fe3
000200d377--628e3b3a8eab122ae3c9e377
000200d377--628e3b48df858e094c3e54ab
000200d377--628e3b4f7ed8ea71a09023f8
000200d377--628e3b5dce718907069b8088
000200d377--628e3b3fba0e0c481e7370ce
000200d377--628e3b84ed826f50243e2356
000200d377--628e3b6daac6473b36abff2c
000200d377--628e3b4d87a38a2b22c789fc
000200d377--628e3b76095c8b3014592d8a
000200d377--628e3b73592d6a2580f9a588
000200d377--628e3b6ba743b42b6a750162
000200d377--628e3badce718907069b8594
000200d377--628e3b971f5fa235db60937a
000200d377--628e3ba2aac6473b36ac02dc
000200d377--628e3bb6e14f7b062ad5f84a
000200d377--628e3bac27b7222acc2233d3
000200d377--628e3bbd1cd4a2502eb5bf29
000200d377--628e3bc80209472a2fb76d76
000200d377--628e3be177b65c5e4265f765
000200d377--628e3bc205a4423007c3ef1f
000200d377--628e3bd5fc16bb14cda0add0
000200d377--628e3bf2ed826f50243e2a10
000200d377--628e3bf90209472a2fb76ff7
000200d377--628e3c060f0c706b48259ca8
000200d377--628e3c252579312f1ae134b1
000200d377--628e3c3775f2ea54227bc8fe
000200d377--628e3be083df4a0f74ef7dea
000200d377--628e3c3d1a1597570cebe6d2
000200d377--628e3c6d0ee7c2293be06610
000200d377--628e3c8ba743b42b6a7512a4
000200d377--628e3c9a095c8b3014593c8f
000200d377--628e3c8e8eab122ae3c9fa12
000200d377--628e3cbaed826f50243e390e
000200d377--628e3cd0aac6473b36ac1773
000200d377--628e3cd4c3e04913db527833
000200d377--628e3d190209472a2fb77d3f
000200d377--628e3d2a7ed8ea71a090442a
000200d377--628e3d63318cc4235dc13469
000200d377--628e3d666789b1401e3a3b2e
000200d377--628e3b52c5228a220152cd75
000200d377--628e3da0095c8b301459488a
000200d377--628e3d5ded826f50243e4429
000200d377--628e3d9b0f0a604a6d03cf58
000200d377--628e3debe14f7b062ad61258
000200d377--628e3e4f0f0a604a6d03d8a2
000200d377--628e3f7d0bd50b2755aca077
000200d377--628e3fcfe14f7b062ad62f77
