0002014eca--6290b18f27b7222acc3a9cd7,bbcad3e32725336d96df32df283ed0fe,1.1
0002014eca--6290b19c631aea4812576470,bf7cab74560383df0195770fa7e56cd5,0.5
0002014eca--6290b193592d6a258017cd30,381017373fa9b3bd682d5e2c0f2398ca,1.0
0002014eca--6290b1a59c973a4d0b3ef6c0,abefcf8182573385d5f2a3c23faf5d19,0.5
0002014eca--6290b1ae8d75da35c1313cb4,4b8d341aa4d6a5f51ed44b489013dd04,1.5
0002014eca--6290b192ce71890706b3d452,6acc063a1989f6fd7b03b92cb2483351,1.0
0002014eca--6290b1af1cd4a2502ecd1c1c,6587b0656569a90820bdc286f4a2fb36,0.8
0002014eca--6290b1a7035b7842af0414c7,05a0cf24db0d7335f283eb3000a7362b,0.7
0002014eca--6290b1921a1597570c012c2c,3bd2926a9a0d4be9b4f57a9b2836ac85,1.0
0002014eca--6290b1acf6a7361ea2ca7a47,2291fca2cdd06fcc24d36e17d944a512,0.8
0002014eca--6290b1900209472a2fd1e201,a4681525ebc6c08d84d34989a61cb7cc,1.5
0002014eca--6290b1b2c3e04913db6d3b70,082d4492acab202d72eccda0b07d28ac,1.3
0002014eca--6290b1c7c5079d57c53dc217,ee1e6908046238304b4c108a145992ef,0.5
0002014eca--6290b1d527b7222acc3aad48,6c9bcfcb31d34195369323a946192c62,1.2
0002014eca--6290b1cd035b7842af041709,34d835039a4ae9b89ebbcfa301b67561,1.3
0002014eca--6290b1c3095c8b301471c0bd,565c62fddd6a8b4a2a661e727868afe4,1.0
0002014eca--6290b218592d6a258017d48a,db6e4d77f1b94759a3a0c30d3a83de64,1.0
0002014eca--6290b210e7caf416d3f07031,dc1fdbfe48100d23e06a49ffb3bfd87f,1.0
0002014eca--6290b248be912653b51d88b4,5ae072bd6e4462893f9b0b79de1c1137,0.8
0002014eca--6290b2209c973a4d0b3efa82,453faec7b30c1a4854e7ebb84328ee25,1.0
0002014eca--6290b250b8c35408656df314,ea2b76b882a702d6093e76780a5362d9,1.2
0002014eca--6290b1f1df858e094c55cb65,f7d1b06c8c41856283ddb1f82025a167,1.0
0002014eca--6290b21372b8b44b5c42fa5d,75abe41a7604e4dafc6453d04282ce2d,0.5
0002014eca--6290b27675f2ea542294a0a3,5faedb9e194cd7d6904ff5df5e161324,1.5
0002014eca--6290b28e0808263f559f291f,4c7c6855b8f8e4584543e071d1f5b784,1.0
0002014eca--6290b23572b8b44b5c42fca3,671e74e5e4399a428986c42ce8fb80ba,1.5
0002014eca--6290b2c0e796a155f0bc2a08,9b68e1e0e0a48be6ac024e0cfd5e9f4d,1.0
0002014eca--6290b25c77b65c5e4282334e,0b70308c222d10e28ef0dc60720e71c1,1.5
0002014eca--6290b2c9343b1203f32341a1,43363707639d3ed1f4eee241afe0d8f7,0.5
0002014eca--6290b3218717592fea17629b,4dc453b26cd3110ea3b4aaffd43f0b08,0.5
0002014eca--6290b3281a1597570c0162b8,db077138c190ec40c714599111e0dbd0,1.0
0002014eca--6290b3891a1597570c01661b,bc8a1b6f3a504fdf02ef839c61b07a88,1.0
0002014eca--6290b4010db92334082eb992,f58f5f1e341be2a48b8dff2ac09cde92,1.1
0002014eca--6290b414be912653b51da9a4,f6375183d7d81be8ebf1242892e0dd0e,1.2
0002014eca--6290b4d41a1597570c017910,eef46d54ec70c63e3e4c06bbee290f26,0.9
0002014eca--6290b550df858e094c55f9e0,41eee90e369cf0f52b4ca4b320ecc5b7,1.5
0002014eca--6290b56f56b7cb048ee836b6,8e9e0d926fdf0e22ef115268507b59c6,1.0
0002014eca--6290b607e796a155f0bc69ad,6b64691cad2ee9414a9038e584cfd581,1.5
0002014eca--6290b5aea743b42b6a8ea87d,93cf4a01d6d204d1b42a431400be203b,0.5
0002014eca--6290b6f9be912653b51dcef8,463826302fac1105017d1b859dd49b66,1.5
0002014eca--6290b77d035b7842af04d8d7,4b05f620dcb80302e22f0a7c1b8da6c5,1.0
0002014eca--6290b7908d75da35c131b477,19e16d466b467cbd0189343851128806,1.0
0002014eca--6290b79c85c5c060ce78a61d,04304017ffff136e23c80adda1ac5af8,0.9
0002014eca--6290b7bf85c5c060ce78a6c0,6e716f255598f21d0a3ba96bf5a8b0fe,0.9
0002014eca--6290b886ab45cb7cba7af06c,4f4f3e527873a61e7f8c42775e5a4ab4,0.5
0002014eca--6290b8ebe7caf416d3f0c2b8,7e3c2c49450347efcb3a50d07c30e17f,1.0
0002014eca--6290b91072b8b44b5c4358a7,ff30a420e393ca623d19aed7cf44ce94,1.5
0002014eca--6290b7f10808263f559f95b2,ae24b59624a3fc2cb33dbcb905afc1fe,1.5
0002014eca--6290ba1072b8b44b5c436560,38e1d6c5987e5c84faa90facc6d6a55c,1.5
0002014eca--6290bc65df858e094c564dbf,96fcca9f8c03f46da06dcb25a806e406,1.0
